"go_id","hgnc_symbol"
"GO:0099151","LRRTM1"
"GO:0099151","LRRTM2"
"GO:0099151","NLGN1"
"GO:0099151","NRXN1"
"GO:0099151","PHLDB2"
"GO:0099151","PRICKLE1"
"GO:0099151","PRICKLE2"
"GO:0099151","PTK2B"
"GO:0099151","PTPRD"
"GO:0099151","PTPRS"
"GO:0099151","SIPA1L1"
"GO:0099152","ARHGAP44"
"GO:0099152","GRIPAP1"
"GO:0099157","WLS"
"GO:0099158","GRIPAP1"
"GO:0099158","MYO5B"
"GO:0099159","AGAP1"
"GO:0099159","ANK3"
"GO:0099159","CAMKV"
"GO:0099159","CD44"
"GO:0099159","CDC42"
"GO:0099159","CHMP2B"
"GO:0099159","EGLN1"
"GO:0099159","GSK3B"
"GO:0099159","MRTFA"
"GO:0099159","MRTFB"
"GO:0099159","MYO5B"
"GO:0099159","NF1"
"GO:0099159","PDXP"
"GO:0099159","PHACTR1"
"GO:0099159","RAPGEF2"
"GO:0099159","RHOA"
"GO:0099159","RHOB"
"GO:0099159","SNX17"
"GO:0099159","STRN"
"GO:0099159","STRN4"
"GO:0099159","ZNF804A"
"GO:0099161","EVI5;EVI5L"
"GO:0099161","P2RX7"
"GO:0099161","PRKCE"
"GO:0099161","PTPN23"
"GO:0099161","RAB11B"
"GO:0099161","RAB3A"
"GO:0099161","STXBP5"
"GO:0099161","TBC1D2;TBC1D2B"
"GO:0099161","UNC13B"
"GO:0099162","GAPDH"
"GO:0099162","SLC10A4"
"GO:0099163","NOS1"
"GO:0099170","ATG5"
"GO:0099170","BRAF"
"GO:0099170","CAMK4"
"GO:0099170","CHRM1"
"GO:0099170","CLMP"
"GO:0099170","DCC"
"GO:0099170","DRD1"
"GO:0099170","DRD2"
"GO:0099170","GHRL"
"GO:0099170","GHSR"
"GO:0099170","GNAO1"
"GO:0099170","GRM3"
"GO:0099170","IGF1"
"GO:0099170","IGF1R"
"GO:0099170","INA"
"GO:0099170","IQSEC1"
"GO:0099170","NEFH"
"GO:0099170","NEFL"
"GO:0099170","NGDN"
"GO:0099170","NRGN"
"GO:0099170","PLCB1"
"GO:0099170","PPP3CA"
"GO:0099170","PPP3R1"
"GO:0099170","PRKACA"
"GO:0099170","PTK2B"
"GO:0099170","RASGRF1"
"GO:0099170","RASGRF2"
"GO:0099170","SLC1A1"
"GO:0099170","SNX14"
"GO:0099170","SORCS3"
"GO:0099170","SYNPO"
"GO:0099170","TENT2"
"GO:0099170","TRIO"
"GO:0099170","WNT5A"
"GO:0099171","ABCC8"
"GO:0099171","ADCY1"
"GO:0099171","ADORA2A"
"GO:0099171","ADORA2B"
"GO:0099171","ADORA3"
"GO:0099171","ADRA1A"
"GO:0099171","ADRA2A"
"GO:0099171","ADRB2"
"GO:0099171","APBA1"
"GO:0099171","APBA2"
"GO:0099171","BACE1"
"GO:0099171","CHRM2"
"GO:0099171","CHRNA3"
"GO:0099171","CHRNA4"
"GO:0099171","CHRNA5"
"GO:0099171","CHRNA6"
"GO:0099171","CHRNA7"
"GO:0099171","CHRNB2"
"GO:0099171","CHRNB3"
"GO:0099171","CYTH1"
"GO:0099171","DGKI"
"GO:0099171","DRD1"
"GO:0099171","DRD2"
"GO:0099171","DRD4"
"GO:0099171","GIPC1"
"GO:0099171","GLRA3"
"GO:0099171","GRIN3A"
"GO:0099171","GRM2"
"GO:0099171","GRM4"
"GO:0099171","GRM7"
"GO:0099171","GRM8"
"GO:0099171","GSK3B"
"GO:0099171","HIP1"
"GO:0099171","HTR1A"
"GO:0099171","HTR1B"
"GO:0099171","HTR2A"
"GO:0099171","HTR7"
"GO:0099171","LAMP5"
"GO:0099171","MYO6"
"GO:0099171","NGFR"
"GO:0099171","NR3C2"
"GO:0099171","NRN1"
"GO:0099171","NRXN2"
"GO:0099171","NRXN3"
"GO:0099171","OPRM1"
"GO:0099171","PFN2"
"GO:0099171","PRKCE"
"GO:0099171","SYT12"
"GO:0099171","YWHAH"
"GO:0099173","ABI2"
"GO:0099173","ACTR3"
"GO:0099173","ADAM10"
"GO:0099173","ARHGAP39"
"GO:0099173","CD44"
"GO:0099173","CNKSR2"
"GO:0099173","DLG5"
"GO:0099173","DVL1"
"GO:0099173","FZD9"
"GO:0099173","HIP1R"
"GO:0099173","IQSEC3"
"GO:0099173","ITGA3"
"GO:0099173","LAMA5"
"GO:0099173","NRP1"
"GO:0099173","SEPTIN7"
"GO:0099173","SPTBN2"
"GO:0099173","STK38"
"GO:0099173","STK38L"
"GO:0099173","WASF2"
"GO:0099173","WASL"
"GO:0099174","CACNA2D3"
"GO:0099174","NLGN1"
"GO:0099175","ABHD17A"
"GO:0099175","ABHD17B"
"GO:0099175","ABHD17C"
"GO:0099175","ADAM10"
"GO:0099175","AKT1"
"GO:0099175","ARF4"
"GO:0099175","ARHGAP22"
"GO:0099175","ASAP1"
"GO:0099175","BAIAP2"
"GO:0099175","CDC42"
"GO:0099175","CDKL5"
"GO:0099175","CHMP2B"
"GO:0099175","CHMP4B"
"GO:0099175","DACT1"
"GO:0099175","DGKB"
"GO:0099175","DISC1"
"GO:0099175","DVL1"
"GO:0099175","EPHA7"
"GO:0099175","GHRL"
"GO:0099175","GHSR"
"GO:0099175","GRID1"
"GO:0099175","HNRNPK"
"GO:0099175","HNRNPM"
"GO:0099175","HSPA8"
"GO:0099175","IL1RAPL1"
"GO:0099175","ITSN1"
"GO:0099175","LRFN2"
"GO:0099175","MARK2"
"GO:0099175","MINK1"
"GO:0099175","NCAN"
"GO:0099175","NF1"
"GO:0099175","NRCAM"
"GO:0099175","NRP2"
"GO:0099175","PAFAH1B1"
"GO:0099175","PAK3"
"GO:0099175","PLPPR4"
"GO:0099175","PSEN1"
"GO:0099175","PSEN2"
"GO:0099175","PTPRF"
"GO:0099175","RAPGEF4"
"GO:0099175","RBMX"
"GO:0099175","RHEB"
"GO:0099175","ROR2"
"GO:0099175","RPS6KA5"
"GO:0099175","SEMA3F"
"GO:0099175","SHANK2"
"GO:0099175","SHANK3"
"GO:0099175","TANC1"
"GO:0099175","TAOK2"
"GO:0099175","TIAM1"
"GO:0099175","TSC2"
"GO:0099175","VHL"
"GO:0099175","WASL"
"GO:0099175","WNT5A"
"GO:0099175","WNT7A"
"GO:0099178","ABHD6"
"GO:0099178","MGLL"
"GO:0099178","PLCB1"
"GO:0099179","LRFN3"
"GO:0099179","MAGI2"
"GO:0099179","MAPK14"
"GO:0099179","MDGA1"
"GO:0099179","MDGA2"
"GO:0099179","PCDH8"
"GO:0099179","TAOK2"
"GO:0099180","SLC30A3"
"GO:0099180","TMEM163"
"GO:0099181","MAP1A"
"GO:0099181","PPFIA2"
"GO:0099183","BDNF"
"GO:0099183","NTRK2"
"GO:0099183","PLAT"
"GO:0099183","PLG"
"GO:0099184","INA"
"GO:0099184","NEFH"
"GO:0099184","NEFL"
"GO:0099186","ACTN1"
"GO:0099186","DNM3"
"GO:0099186","HOMER1"
"GO:0099186","SEPTIN7"
"GO:0099186","SPTBN2"
"GO:0099187","CLASP2"
"GO:0099188","ENAH"
"GO:0099188","KIF2C"
"GO:0099190","TENM1;TENM2;TENM3;TENM4"
"GO:0099502","DOC2A"
"GO:0099502","DOC2B"
"GO:0099502","SYT1"
"GO:0099502","SYT2"
"GO:0099502","SYT7"
"GO:0099502","SYT9"
"GO:0099504","ATG7"
"GO:0099504","NSF"
"GO:0099504","STXBP5"
"GO:0099504","SYN1"
"GO:0099504","SYN2"
"GO:0099504","SYN3"
"GO:0099505","CASR"
"GO:0099505","KCNJ9"
"GO:0099505","RIMBP2"
"GO:0099507","GABRA1"
"GO:0099507","GABRA2"
"GO:0099507","GABRA3"
"GO:0099507","GABRA5"
"GO:0099507","GABRB1"
"GO:0099507","GABRB2"
"GO:0099507","GABRR1"
"GO:0099507","GLRA1"
"GO:0099507","GRIA1"
"GO:0099507","GRIA2"
"GO:0099507","GRIA3"
"GO:0099507","GRIA4"
"GO:0099507","GRIK1"
"GO:0099507","GRIK2"
"GO:0099507","GRIK3"
"GO:0099507","GRIK4"
"GO:0099507","GRIK5"
"GO:0099507","GRIN1"
"GO:0099507","GRIN2A"
"GO:0099507","GRIN2B"
"GO:0099507","GRIN2D"
"GO:0099507","GRIN3B"
"GO:0099507","HTR3A"
"GO:0099507","KCNMA1"
"GO:0099508","KCNA1"
"GO:0099508","KCNA2"
"GO:0099508","KCNA4"
"GO:0099508","KCNC1"
"GO:0099508","KCNC2"
"GO:0099508","KCNC4"
"GO:0099508","KCNH1"
"GO:0099508","KCNJ11"
"GO:0099508","KCNJ3"
"GO:0099508","KCNJ6"
"GO:0099508","KCNJ8"
"GO:0099508","KCNMB4"
"GO:0099508","KCNQ5"
"GO:0099508","RIMBP2"
"GO:0099508","SCN10A"
"GO:0099508","SCN1A"
"GO:0099508","SCN2A"
"GO:0099509","ADORA1"
"GO:0099509","CBARP"
"GO:0099509","CDK5"
"GO:0099509","CNR1"
"GO:0099509","ERC1"
"GO:0099509","ERC2"
"GO:0099509","KCNH1"
"GO:0099509","MARCKSL1"
"GO:0099509","NCS1"
"GO:0099509","NPY"
"GO:0099509","NPY1R"
"GO:0099509","OSBPL2"
"GO:0099509","P2RX1"
"GO:0099509","P2RX2"
"GO:0099509","P2RY1"
"GO:0099509","P2RY2"
"GO:0099509","P2RY4"
"GO:0099509","RYR2"
"GO:0099509","SV2B"
"GO:0099525","CADPS"
"GO:0099525","CADPS;CADPS2"
"GO:0099525","DNM1;DNM2;DNM3"
"GO:0099525","EHBP1"
"GO:0099525","RAB10"
"GO:0099525","RAB5A;RAB5B;RAB5C"
"GO:0099525","RIMS1"
"GO:0099525","SNAP25"
"GO:0099525","STXBP1"
"GO:0099525","SYT10"
"GO:0099526","CTBP1"
"GO:0099527","ABI1"
"GO:0099527","ANKS1B"
"GO:0099527","CABP1"
"GO:0099527","CAMK4"
"GO:0099527","CRTC1"
"GO:0099527","HTT"
"GO:0099527","KPNA1"
"GO:0099527","KPNA2"
"GO:0099527","NRG1"
"GO:0099527","NSMF"
"GO:0099527","PRR7"
"GO:0099527","RELA"
"GO:0099527","RNF10"
"GO:0099527","STAT3"
"GO:0099532","CTSD"
"GO:0099532","RAB11A"
"GO:0099532","RAB35"
"GO:0099532","RAB7A"
"GO:0099532","TBC1D24"
"GO:0099534","CALB1"
"GO:0099534","CALB2"
"GO:0099537","FGF22"
"GO:0099537","IGSF11"
"GO:0099537","NRXN3"
"GO:0099537","PTPRD"
"GO:0099537","PTPRS"
"GO:0099537","WLS"
"GO:0099538","CCK"
"GO:0099538","NPPA"
"GO:0099538","NPY"
"GO:0099538","NPY1R"
"GO:0099538","NPY2R"
"GO:0099538","NPY5R"
"GO:0099538","PENK"
"GO:0099538","VGF"
"GO:0099540","ALK"
"GO:0099545","IL1RAP"
"GO:0099545","IL1RAPL1"
"GO:0099545","PTPRD"
"GO:0099546","RNF216"
"GO:0099547","CPEB1"
"GO:0099547","CPEB2"
"GO:0099547","MTOR"
"GO:0099550","CBLN1"
"GO:0099550","CBLN2"
"GO:0099550","CBLN4"
"GO:0099550","IGSF21"
"GO:0099550","NEO1"
"GO:0099550","NRXN1"
"GO:0099550","NRXN3"
"GO:0099553","CNR2"
"GO:0099557","EFNB3"
"GO:0099557","NPTN"
"GO:0099558","APPL1"
"GO:0099558","GRN"
"GO:0099558","L1CAM"
"GO:0099558","PLXNA4"
"GO:0099558","SEMA3A"
"GO:0099558","SORT1"
"GO:0099559","TENM1;TENM2;TENM3;TENM4"
"GO:0099560","ADAM11"
"GO:0099560","CADM1"
"GO:0099560","CADM2"
"GO:0099560","CADM3"
"GO:0099560","CADM4"
"GO:0099560","CDH10"
"GO:0099560","CDH6"
"GO:0099560","CDH9"
"GO:0099560","EFNA5"
"GO:0099560","ELFN1"
"GO:0099560","ELFN2"
"GO:0099560","EPHA3"
"GO:0099560","FLRT3"
"GO:0099560","GPC4"
"GO:0099560","IGSF9B"
"GO:0099560","IL1RAP"
"GO:0099560","ITGA3"
"GO:0099560","LRFN3"
"GO:0099560","LRFN4"
"GO:0099560","LRFN5"
"GO:0099560","LRRC4"
"GO:0099560","LRRC4B"
"GO:0099560","LRRC4C"
"GO:0099560","NCAM1"
"GO:0099560","NLGN1"
"GO:0099560","NRG1"
"GO:0099560","NRXN1"
"GO:0099560","NTNG1"
"GO:0099560","NTNG2"
"GO:0099560","PCDH17"
"GO:0099560","PTPRD"
"GO:0099560","PTPRF"
"GO:0099560","PTPRS"
"GO:0099560","SLITRK1"
"GO:0099560","SLITRK2"
"GO:0099560","SLITRK3"
"GO:0099560","SLITRK5"
"GO:0099560","SPARCL1"
"GO:0099560","TENM3"
"GO:0099560","TENM4"
"GO:0099562","ARF6"
"GO:0099562","CSMD2"
"GO:0099562","DGKZ"
"GO:0099562","PRICKLE1"
"GO:0099562","PRICKLE2"
"GO:0099562","PSD"
"GO:0099564","MMP9"
"GO:0099565","ANKS1B"
"GO:0099565","EEA1"
"GO:0099565","INSYN1"
"GO:0099565","INSYN2A"
"GO:0099565","KCNK2"
"GO:0099565","NOTCH1"
"GO:0099566","FZD9"
"GO:0099566","GRID2IP"
"GO:0099566","MYO5A"
"GO:0099566","RYR3"
"GO:0099566","STIM1"
"GO:0099566","STIM2"
"GO:0099566","SYNPO"
"GO:0099566","WNT5A"
"GO:0099567","CALB1"
"GO:0099574","ATG9A"
"GO:0099575","DDHD2"
"GO:0099575","FBXL20"
"GO:0099576","CDH1"
"GO:0099576","FBXO2"
"GO:0099576","MDM2"
"GO:0099576","NEDD4"
"GO:0099576","RNF19A"
"GO:0099576","RPS23P1"
"GO:0099576","USP8"
"GO:0099577","EIF4EBP1"
"GO:0099577","FMR1"
"GO:0099578","CYFIP1"
"GO:0099578","EIF1"
"GO:0099578","EIF1AX"
"GO:0099578","EIF1AY"
"GO:0099578","EIF2A"
"GO:0099578","EIF2B1"
"GO:0099578","EIF2B2"
"GO:0099578","EIF2B3"
"GO:0099578","EIF2B4"
"GO:0099578","EIF2B5"
"GO:0099578","EIF2S1"
"GO:0099578","EIF2S2"
"GO:0099578","EIF2S3"
"GO:0099578","EIF3A"
"GO:0099578","EIF3B"
"GO:0099578","EIF3C"
"GO:0099578","EIF3D"
"GO:0099578","EIF3E"
"GO:0099578","EIF3F"
"GO:0099578","EIF3H"
"GO:0099578","EIF3I"
"GO:0099578","EIF3K"
"GO:0099578","EIF3M"
"GO:0099578","EIF4A1"
"GO:0099578","EIF4A3"
"GO:0099578","EIF4E"
"GO:0099578","EIF4G1"
"GO:0099578","FMR1"
"GO:0099578","PABPC1"
"GO:0099579","ADRB1"
"GO:0099579","GABBR1"
"GO:0099579","KCTD12"
"GO:0099579","KCTD16"
"GO:0099626","CACNA1A"
"GO:0099626","CACNA1B"
"GO:0099626","CACNA1D"
"GO:0099626","CACNA1E"
"GO:0099626","CACNB2"
"GO:0099626","CACNB4"
"GO:0099626","HTR1B"
"GO:0099626","RIMBP2"
"GO:0099626","TSPOAP1"
"GO:0099639","MYO5B"
"GO:0099641","EXOC2"
"GO:0099641","FEZ1"
"GO:0099645","ADAM22"
"GO:0099645","C1QL2"
"GO:0099645","C1QL3"
"GO:0099645","CACNG2"
"GO:0099645","CACNG3"
"GO:0099645","CACNG7"
"GO:0099645","CNIH3"
"GO:0099645","DLG1"
"GO:0099645","DLG2"
"GO:0099645","DLG4"
"GO:0099645","ERBB2"
"GO:0099645","ERBB4"
"GO:0099645","GIT1"
"GO:0099645","GNAI1"
"GO:0099645","GPHN"
"GO:0099645","GPSM2"
"GO:0099645","LGI1"
"GO:0099645","LHFPL4"
"GO:0099645","NETO1"
"GO:0099645","NETO2"
"GO:0099645","NPTX1"
"GO:0099645","NPTX2"
"GO:0099645","NPTXR"
"GO:0099645","NRXN3"
"GO:0099645","OLFM2"
"GO:0099645","RAPSN"
"GO:0099645","VWC2"
"GO:0140231","NETO1"
"GO:0140232","HCN1"
"GO:0140235","TENT2"
"GO:0140236","FAU"
"GO:0140236","RPL10"
"GO:0140236","RPL10A"
"GO:0140236","RPL10L"
"GO:0140236","RPL11"
"GO:0140236","RPL12"
"GO:0140236","RPL13"
"GO:0140236","RPL13A"
"GO:0140236","RPL14"
"GO:0140236","RPL15"
"GO:0140236","RPL17"
"GO:0140236","RPL18"
"GO:0140236","RPL18A"
"GO:0140236","RPL19"
"GO:0140236","RPL21"
"GO:0140236","RPL22"
"GO:0140236","RPL22L1"
"GO:0140236","RPL23"
"GO:0140236","RPL23A"
"GO:0140236","RPL24"
"GO:0140236","RPL26"
"GO:0140236","RPL26L1"
"GO:0140236","RPL27"
"GO:0140236","RPL27A"
"GO:0140236","RPL28"
"GO:0140236","RPL29"
"GO:0140236","RPL3"
"GO:0140236","RPL30"
"GO:0140236","RPL31"
"GO:0140236","RPL32"
"GO:0140236","RPL34"
"GO:0140236","RPL35"
"GO:0140236","RPL35A"
"GO:0140236","RPL36"
"GO:0140236","RPL36A"
"GO:0140236","RPL36AL"
"GO:0140236","RPL37"
"GO:0140236","RPL37A"
"GO:0140236","RPL38"
"GO:0140236","RPL39"
"GO:0140236","RPL39L"
"GO:0140236","RPL3L"
"GO:0140236","RPL4"
"GO:0140236","RPL41"
"GO:0140236","RPL5"
"GO:0140236","RPL6"
"GO:0140236","RPL7"
"GO:0140236","RPL7A"
"GO:0140236","RPL7L1"
"GO:0140236","RPL8"
"GO:0140236","RPL9"
"GO:0140236","RPLP0"
"GO:0140236","RPLP1"
"GO:0140236","RPLP2"
"GO:0140236","RPS10"
"GO:0140236","RPS11"
"GO:0140236","RPS12"
"GO:0140236","RPS13"
"GO:0140236","RPS14"
"GO:0140236","RPS15"
"GO:0140236","RPS15A"
"GO:0140236","RPS16"
"GO:0140236","RPS17"
"GO:0140236","RPS18"
"GO:0140236","RPS19"
"GO:0140236","RPS2"
"GO:0140236","RPS20"
"GO:0140236","RPS21"
"GO:0140236","RPS23"
"GO:0140236","RPS24"
"GO:0140236","RPS25"
"GO:0140236","RPS26"
"GO:0140236","RPS27"
"GO:0140236","RPS27A"
"GO:0140236","RPS27L"
"GO:0140236","RPS28"
"GO:0140236","RPS29"
"GO:0140236","RPS3"
"GO:0140236","RPS3A"
"GO:0140236","RPS4X"
"GO:0140236","RPS4Y1"
"GO:0140236","RPS4Y2"
"GO:0140236","RPS5"
"GO:0140236","RPS6"
"GO:0140236","RPS7"
"GO:0140236","RPS8"
"GO:0140236","RPS9"
"GO:0140236","RPSA"
"GO:0140236","UBA52"
"GO:0140238","AAK1"
"GO:0140238","ARFGAP3"
"GO:0140238","CALM1"
"GO:0140238","CALM2"
"GO:0140238","CALM3"
"GO:0140238","NECAP1"
"GO:0140239","DNM2"
"GO:0140242","EEF2"
"GO:0140242","FAU"
"GO:0140242","RPL10"
"GO:0140242","RPL10A"
"GO:0140242","RPL10L"
"GO:0140242","RPL11"
"GO:0140242","RPL12"
"GO:0140242","RPL13"
"GO:0140242","RPL13A"
"GO:0140242","RPL14"
"GO:0140242","RPL15"
"GO:0140242","RPL17"
"GO:0140242","RPL18"
"GO:0140242","RPL18A"
"GO:0140242","RPL19"
"GO:0140242","RPL21"
"GO:0140242","RPL22"
"GO:0140242","RPL22L1"
"GO:0140242","RPL23"
"GO:0140242","RPL23A"
"GO:0140242","RPL24"
"GO:0140242","RPL26"
"GO:0140242","RPL26L1"
"GO:0140242","RPL27"
"GO:0140242","RPL27A"
"GO:0140242","RPL28"
"GO:0140242","RPL29"
"GO:0140242","RPL3"
"GO:0140242","RPL30"
"GO:0140242","RPL31"
"GO:0140242","RPL32"
"GO:0140242","RPL34"
"GO:0140242","RPL35"
"GO:0140242","RPL35A"
"GO:0140242","RPL36"
"GO:0140242","RPL36A"
"GO:0140242","RPL36AL"
"GO:0140242","RPL37"
"GO:0140242","RPL37A"
"GO:0140242","RPL38"
"GO:0140242","RPL39"
"GO:0140242","RPL39L"
"GO:0140242","RPL3L"
"GO:0140242","RPL4"
"GO:0140242","RPL41"
"GO:0140242","RPL5"
"GO:0140242","RPL6"
"GO:0140242","RPL7"
"GO:0140242","RPL7A"
"GO:0140242","RPL7L1"
"GO:0140242","RPL8"
"GO:0140242","RPL9"
"GO:0140242","RPLP0"
"GO:0140242","RPLP1"
"GO:0140242","RPLP2"
"GO:0140242","RPS10"
"GO:0140242","RPS11"
"GO:0140242","RPS12"
"GO:0140242","RPS13"
"GO:0140242","RPS14"
"GO:0140242","RPS15"
"GO:0140242","RPS15A"
"GO:0140242","RPS16"
"GO:0140242","RPS17"
"GO:0140242","RPS18"
"GO:0140242","RPS19"
"GO:0140242","RPS2"
"GO:0140242","RPS20"
"GO:0140242","RPS21"
"GO:0140242","RPS23"
"GO:0140242","RPS24"
"GO:0140242","RPS25"
"GO:0140242","RPS26"
"GO:0140242","RPS27"
"GO:0140242","RPS27A"
"GO:0140242","RPS27L"
"GO:0140242","RPS28"
"GO:0140242","RPS29"
"GO:0140242","RPS3"
"GO:0140242","RPS3A"
"GO:0140242","RPS4X"
"GO:0140242","RPS4Y1"
"GO:0140242","RPS4Y2"
"GO:0140242","RPS5"
"GO:0140242","RPS6"
"GO:0140242","RPS7"
"GO:0140242","RPS8"
"GO:0140242","RPS9"
"GO:0140242","RPSA"
"GO:0140242","UBA52"
"GO:0140245","EEF2K"
"GO:0140245","ELAVL4"
"GO:0140245","NGDN"
"GO:0140245","TENT2"
"GO:0140247","ADRM1"
"GO:0140247","ANAPC1"
"GO:0140247","ANAPC10"
"GO:0140247","ANAPC11"
"GO:0140247","ANAPC13"
"GO:0140247","ANAPC15"
"GO:0140247","ANAPC16"
"GO:0140247","ANAPC2"
"GO:0140247","ANAPC4"
"GO:0140247","ANAPC5"
"GO:0140247","ANAPC7"
"GO:0140247","CDC16"
"GO:0140247","CDC20"
"GO:0140247","CDC23"
"GO:0140247","CDC26"
"GO:0140247","CDC27"
"GO:0140247","FZR1"
"GO:0140247","PSMA1"
"GO:0140247","PSMA2"
"GO:0140247","PSMA3"
"GO:0140247","PSMA4"
"GO:0140247","PSMA5"
"GO:0140247","PSMA6"
"GO:0140247","PSMA7"
"GO:0140247","PSMA8"
"GO:0140247","PSMB1"
"GO:0140247","PSMB10"
"GO:0140247","PSMB2"
"GO:0140247","PSMB3"
"GO:0140247","PSMB4"
"GO:0140247","PSMB5"
"GO:0140247","PSMB6"
"GO:0140247","PSMB7"
"GO:0140247","PSMB8"
"GO:0140247","PSMB9"
"GO:0140247","PSMC1"
"GO:0140247","PSMC2"
"GO:0140247","PSMC3"
"GO:0140247","PSMC4"
"GO:0140247","PSMC5"
"GO:0140247","PSMC6"
"GO:0140247","PSMD1"
"GO:0140247","PSMD10"
"GO:0140247","PSMD11"
"GO:0140247","PSMD12"
"GO:0140247","PSMD13"
"GO:0140247","PSMD14"
"GO:0140247","PSMD2"
"GO:0140247","PSMD3"
"GO:0140247","PSMD4"
"GO:0140247","PSMD5"
"GO:0140247","PSMD6"
"GO:0140247","PSMD7"
"GO:0140247","PSMD8"
"GO:0140247","PSMD9"
